Season,TeamID,Name,Years_D1,GP,PTS,PTSDiff,Pct,FG,%FG,FG3,%FG3,FT,%FT,OR,DR,DR/OR,AST,TO,AST/TO,STL,STL/TO,BLK,PF,HomePTS,AwayPTS,NeutralPTS,HomeDiff,AwayDiff,NeutralDiff,HomePct,AwayPct,NeutralPct,HomeFG,AwayFG,NeutralFG,Home%FG,Away%FG,Neutral%FG,HomeFG3,AwayFG3,NeutralFG3,Home%FG3,Away%FG3,Neutral%FG3,HomeFT,AwayFT,NeutralFT,Home%FT,Away%FT,Neutral%FT,HomeOR,AwayOR,NeutralOR,HomeDR,AwayDR,NeutralDR,HomeDR/OR,AwayDR/OR,NeutralDR/OR,HomeAst,AwayAst,NeutralAst,HomeTO,AwayTO,NeutralTO,HomeSTL,AwaySTL,NeutralSTL,HomeSTL/TO,AwaySTL/TO,NeutralSTL/TO,HomeBlk,AwayBlk,NeutralBlk,HomePF,AwayPF,NeutralPF,rank
2018,1141,C Michigan,37.0,30,75.67,2.17,53.33,42.41,33.08,33.58,11.94,80.29,21.89,11.13,24.43,2.19,12.63,12.07,1.05,5.97,0.49,3.27,16.73,60.56,104.56,72.0,2.1,-0.43,0.5,50.0,44.44,80.0,42.27,42.55,42.59,17.71,10.44,4.93,33.94,32.38,34.68,6.56,3.48,1.89,80.33,79.4,82.3,8.46,9.34,4.1,4.7,5.0,1.43,10.77,9.67,4.0,2.29,1.93,2.79,10.13,16.67,13.4,8.94,17.67,12.0,5.94,6.44,5.2,0.66,0.36,0.43,2.75,4.11,3.4,12.38,24.78,16.2,173
2018,1317,North Texas,37.0,30,70.83,-0.77,43.33,43.81,36.0,34.7,10.73,64.27,17.27,11.17,25.93,2.32,12.03,13.6,0.88,4.63,0.34,2.67,19.4,57.83,92.91,62.0,-0.23,-0.33,-0.2,44.44,45.45,0.0,43.84,43.86,42.86,21.6,13.27,1.13,33.66,36.82,28.57,6.4,4.14,0.19,67.64,60.41,58.82,9.84,6.96,0.47,5.23,5.6,0.33,12.13,13.03,0.77,2.32,2.33,2.3,9.39,16.64,9.0,10.06,19.64,11.0,4.78,4.36,5.0,0.48,0.22,0.45,2.5,3.0,2.0,14.44,27.18,23.0,205
2019,1176,Denver,23.0,29,68.72,-8.86,24.14,43.57,36.23,36.21,10.94,76.27,16.61,9.0,25.24,2.8,11.59,13.59,0.85,4.72,0.35,2.52,16.9,45.68,122.0,74.5,-6.34,-2.55,0.03,26.32,12.5,50.0,41.41,46.34,54.55,22.73,10.79,2.71,36.01,37.34,33.33,7.43,2.96,0.55,78.13,74.38,76.92,7.53,7.58,1.51,3.66,4.86,0.48,10.86,12.86,1.52,2.97,2.65,3.14,8.37,19.13,12.0,8.32,25.88,14.5,5.0,3.75,6.0,0.6,0.14,0.41,2.47,2.5,3.0,10.53,33.13,12.5,315
2019,1366,Savannah St,17.0,30,75.17,-11.47,33.33,39.59,35.08,29.23,14.94,66.8,14.9,12.13,25.47,2.1,14.63,15.5,0.94,7.67,0.49,3.13,18.3,38.53,162.5,74.33,-10.6,-0.7,-0.17,26.32,50.0,33.33,38.53,43.17,37.5,22.35,9.53,3.19,29.48,29.23,27.59,9.84,3.68,1.42,70.29,62.41,75.81,5.45,7.36,2.08,3.33,7.5,1.3,7.73,15.0,2.73,2.32,2.0,2.1,7.63,31.25,14.67,6.89,36.0,15.3,7.26,8.25,8.7,1.05,0.23,0.57,1.79,5.75,4.67,8.47,42.38,16.33,337
2019,1453,WI Green Bay,37.0,31,78.42,-3.29,48.39,44.47,35.42,33.94,9.91,69.75,19.25,9.48,26.03,2.74,14.13,12.65,1.12,7.1,0.56,4.0,19.35,49.09,172.86,70.5,-4.03,0.58,0.16,45.45,57.14,50.0,44.46,44.27,45.38,25.26,7.94,2.22,33.73,31.1,47.62,6.99,2.1,0.82,73.7,67.46,52.0,9.34,9.38,0.53,4.0,4.87,0.61,11.16,13.1,1.77,2.79,2.69,2.89,8.59,30.86,16.5,7.45,29.0,12.5,7.27,7.43,4.0,0.98,0.26,0.32,3.0,7.43,3.0,10.5,46.14,23.0,197
2020,1149,Charleston So,37.0,30,66.53,-6.17,40.0,41.43,35.72,31.83,12.02,75.69,16.53,8.17,23.53,2.88,12.67,12.9,0.98,5.5,0.43,2.53,15.33,47.65,97.27,58.0,-3.77,-1.57,-0.83,35.29,45.45,50.0,40.67,44.37,32.48,20.19,13.63,1.9,31.19,33.96,26.0,6.81,4.56,0.65,76.6,74.65,77.14,7.21,7.97,1.35,3.63,3.93,0.6,9.53,12.37,1.63,2.62,3.14,2.72,8.94,19.09,9.0,8.71,18.91,15.5,5.94,4.82,5.5,0.68,0.25,0.35,1.76,3.82,2.0,8.59,25.91,14.5,301
2003,1164,Coppin St,36.0,28,58.04,-3.61,39.29,43.7,36.31,39.24,7.63,73.12,19.75,9.25,19.43,2.1,9.21,14.86,0.62,7.32,0.49,2.07,15.71,33.38,98.3,54.0,-3.07,-0.18,-0.36,31.25,60.0,0.0,41.93,46.94,41.3,19.82,14.15,2.34,38.65,41.27,33.33,3.88,3.2,0.55,78.42,70.0,76.67,6.71,11.63,1.42,2.93,5.68,0.64,6.43,11.57,1.43,2.2,2.04,2.22,4.81,16.1,10.0,9.31,23.4,16.5,6.69,8.8,5.0,0.72,0.38,0.3,1.63,2.8,2.0,8.25,26.7,20.5,272
2003,1343,Princeton,36.0,26,65.23,2.88,57.69,46.38,35.5,34.19,11.79,68.71,17.22,8.35,20.31,2.43,14.58,11.81,1.23,7.27,0.62,1.69,17.92,49.69,82.91,69.0,0.35,1.88,0.65,46.15,63.64,100.0,43.07,49.64,50.54,16.69,16.04,2.77,31.56,35.86,45.45,5.6,5.31,0.88,71.02,69.35,58.0,7.37,8.14,1.71,3.35,4.54,0.46,8.23,10.08,2.0,2.46,2.22,4.33,11.85,17.73,15.0,8.31,14.91,17.5,7.62,7.0,6.5,0.92,0.47,0.37,1.15,2.27,2.0,13.77,22.91,17.5,146
2003,1347,Radford,37.0,30,63.1,-10.23,33.33,37.0,33.91,33.04,9.83,67.14,22.35,11.97,23.2,1.94,9.27,14.33,0.65,5.53,0.39,3.3,19.53,32.71,134.0,,-8.03,-2.2,0.0,28.57,44.44,,37.15,36.64,,24.35,9.56,0.0,31.94,35.9,,6.87,2.96,0.0,61.86,70.3,,7.71,14.63,0.0,5.13,6.83,0.0,9.43,13.77,0.0,1.84,2.01,,4.52,20.33,,7.0,31.44,,5.52,5.56,,0.79,0.18,,2.24,5.78,,9.67,42.56,,294
2004,1168,CS Fullerton,37.0,27,70.37,-3.22,37.04,42.11,34.84,36.65,9.89,68.31,20.42,14.52,23.63,1.63,14.26,15.85,0.9,6.59,0.42,1.78,20.89,55.06,99.33,70.0,-3.11,0.26,-0.37,41.18,33.33,0.0,40.82,44.75,41.67,21.89,11.89,1.05,38.68,33.33,33.33,6.47,3.11,0.32,71.78,63.45,75.0,10.84,8.32,1.26,6.93,7.15,0.44,11.41,11.59,0.63,1.65,1.62,1.42,11.59,19.67,11.0,12.12,22.56,19.0,6.18,7.56,5.0,0.51,0.33,0.26,1.35,2.56,2.0,15.41,31.44,19.0,220
2004,1427,UT San Antonio,37.0,28,72.43,-0.21,57.14,42.98,33.53,36.08,9.71,70.19,23.22,12.36,25.14,2.03,12.61,17.11,0.74,6.89,0.4,2.79,19.82,83.25,65.0,62.25,0.39,-0.61,0.0,66.67,58.33,25.0,45.07,41.53,40.85,15.34,13.91,4.29,37.34,34.29,38.24,4.29,4.14,1.28,68.85,72.04,69.01,10.9,9.91,2.42,5.64,5.07,1.64,11.68,10.04,3.43,2.07,1.98,2.09,13.92,11.58,11.75,18.42,15.0,19.5,6.92,7.0,6.5,0.38,0.47,0.33,3.83,2.08,1.75,20.33,20.0,17.75,212
2005,1105,Alabama A&M,22.0,29,69.07,1.28,55.17,40.09,34.25,30.15,8.84,61.35,22.67,12.93,24.31,1.88,13.14,15.24,0.86,10.62,0.7,3.86,19.34,47.0,108.0,65.2,-0.66,1.1,0.83,46.67,66.67,60.0,39.58,41.52,38.71,17.72,11.73,4.79,29.74,29.38,33.33,4.54,2.85,1.45,60.23,60.5,64.81,7.79,9.64,5.24,5.0,6.03,1.9,9.21,10.86,4.24,1.84,1.8,2.24,10.87,19.11,9.2,9.4,25.89,13.6,11.47,9.89,9.4,1.22,0.38,0.69,4.27,3.78,2.8,12.93,29.67,20.0,248
2005,1305,Nevada,37.0,29,69.55,7.03,79.31,46.17,35.55,27.08,3.87,70.63,25.04,12.07,27.31,2.26,15.07,14.59,1.03,6.69,0.46,5.17,15.72,83.21,56.8,,4.59,2.45,0.0,85.71,73.33,,47.09,45.26,,18.05,17.5,0.0,32.64,21.53,,2.33,1.54,0.0,69.7,71.79,,13.68,11.35,0.0,6.97,5.1,0.0,15.21,12.1,0.0,2.18,2.37,,19.79,10.67,,16.64,12.67,,7.07,6.33,,0.42,0.5,,6.64,3.8,,17.43,14.13,,39
2005,1365,Santa Clara,37.0,30,74.03,0.4,46.67,41.78,34.22,33.72,9.28,72.37,22.29,13.0,23.77,1.83,14.4,13.5,1.07,6.97,0.52,1.9,21.9,66.06,83.91,80.33,-1.63,0.1,1.93,43.75,36.36,100.0,41.4,40.32,49.71,17.78,12.56,3.87,33.12,33.88,36.54,4.73,3.69,0.86,74.09,71.03,68.49,11.98,8.06,2.25,6.5,5.23,1.27,10.8,9.93,3.03,1.66,1.9,2.39,13.81,14.73,16.33,11.25,16.27,15.3,7.13,7.0,6.0,0.63,0.43,0.39,1.81,1.91,2.33,18.81,26.64,21.0,132
2006,1217,Harvard,36.0,27,66.93,-1.37,48.15,41.16,33.37,31.66,8.02,74.51,25.24,12.74,22.41,1.76,11.48,16.89,0.68,7.44,0.44,4.11,16.44,59.53,76.17,,-1.26,-0.11,0.0,46.67,50.0,,40.25,42.31,,18.15,15.22,0.0,31.87,31.35,,4.81,3.21,0.0,77.06,71.58,,13.95,11.29,0.0,5.67,7.07,0.0,11.41,11.0,0.0,2.01,1.55,,9.8,13.58,,14.33,20.08,,7.67,7.17,,0.53,0.36,,3.87,4.42,,13.6,20.0,,233
2006,1389,St Peter's,37.0,32,74.53,-0.69,53.13,42.16,36.1,33.9,10.1,72.51,17.69,14.84,22.81,1.54,13.56,13.06,1.04,8.0,0.61,3.47,19.59,67.57,86.08,67.67,-0.78,-0.19,0.28,50.0,58.33,50.0,43.69,40.85,41.4,15.97,13.67,6.46,35.48,31.65,34.96,4.61,3.69,1.8,68.27,75.19,77.46,7.13,8.26,2.31,5.31,6.97,2.56,8.53,10.56,3.72,1.61,1.52,1.45,13.86,13.58,12.83,11.5,15.5,11.8,8.14,7.08,9.5,0.71,0.46,0.8,3.0,4.17,3.17,17.07,23.92,16.83,150
2007,1260,Loyola-Chicago,37.0,30,68.83,3.53,63.33,45.05,34.58,33.91,7.55,73.32,23.29,12.5,23.07,1.85,11.5,13.4,0.86,4.83,0.36,3.4,16.67,59.69,83.3,69.25,1.87,1.07,0.6,62.5,60.0,75.0,45.88,41.6,50.75,18.89,10.8,4.89,32.28,34.0,41.07,3.97,2.47,1.11,73.05,74.45,70.27,10.9,9.88,2.52,6.07,4.87,1.57,11.37,8.73,2.97,1.87,1.79,1.89,10.38,13.6,10.75,10.69,17.8,13.3,5.19,5.3,2.3,0.49,0.3,0.17,3.13,3.9,3.25,13.56,21.6,16.75,96
2009,1212,Grambling,37.0,28,59.57,-12.96,17.86,40.52,36.15,32.33,9.65,61.05,18.05,10.25,21.79,2.13,11.61,15.36,0.76,4.96,0.32,2.71,18.07,41.94,93.56,56.5,-9.89,-2.61,-0.46,17.65,11.11,50.0,40.2,40.82,41.94,21.28,12.53,2.34,30.5,32.6,45.71,5.16,3.54,0.96,65.8,57.41,63.33,7.61,9.29,1.14,4.96,4.89,0.39,8.61,11.57,1.61,1.73,2.36,4.09,8.59,16.44,15.5,8.94,27.78,14.0,5.41,4.11,5.0,0.61,0.15,0.36,1.94,3.89,4.0,11.76,30.0,18.0,341
2009,1292,MTSU,37.0,31,69.68,3.19,54.84,44.43,35.79,30.41,6.57,69.72,21.85,12.26,21.97,1.79,11.68,11.87,0.98,5.74,0.48,1.45,20.48,64.94,75.0,73.67,2.29,0.1,0.81,56.25,50.0,66.67,44.21,44.41,45.61,18.56,13.61,3.61,29.46,33.55,26.32,3.52,2.36,0.69,66.78,72.04,72.46,9.4,10.14,2.31,6.32,4.68,1.26,11.03,8.81,2.13,1.74,1.88,1.69,11.13,11.92,13.67,11.06,12.92,12.0,6.0,5.33,6.0,0.54,0.41,0.5,1.44,1.5,1.33,18.44,23.17,20.67,175
2010,1393,Syracuse,37.0,32,81.47,14.59,87.5,51.58,36.9,38.53,8.25,67.14,17.95,12.13,26.03,2.15,19.38,15.09,1.28,10.0,0.66,6.56,14.63,87.06,68.9,87.75,11.44,1.81,1.34,94.44,80.0,75.0,52.9,47.78,54.58,21.33,10.32,5.26,38.13,37.89,41.56,4.68,2.34,1.23,67.22,70.3,58.44,10.78,5.45,1.73,7.44,3.38,1.31,15.84,6.94,3.25,2.13,2.06,2.48,22.22,14.2,19.5,16.33,12.9,15.0,10.83,7.8,11.8,0.66,0.6,0.78,8.44,4.2,4.0,15.33,12.8,16.0,3
2010,1404,TN Martin,29.0,27,63.33,-14.04,7.41,37.7,34.33,31.4,8.25,66.95,23.1,13.15,22.37,1.7,10.41,15.81,0.66,6.89,0.44,3.33,19.41,40.44,109.11,,-9.96,-4.07,0.0,11.11,0.0,,37.44,38.2,,22.4,11.93,0.0,31.4,31.41,,5.38,2.87,0.0,70.09,64.89,,9.59,13.51,0.0,5.15,8.0,0.0,9.26,13.11,0.0,1.8,1.64,,7.72,15.78,,8.5,30.44,,6.39,7.89,,0.75,0.26,,2.28,5.44,,10.83,36.56,,334
2011,1131,Boston Univ,37.0,34,65.21,1.97,61.76,40.34,32.97,35.51,11.55,73.06,22.51,12.0,24.0,2.0,9.85,11.94,0.83,5.38,0.45,3.71,18.21,45.64,127.0,64.8,0.0,0.65,1.32,54.55,71.43,80.0,39.77,42.24,40.45,21.47,6.63,4.87,35.43,36.88,33.98,7.62,2.35,1.58,75.54,69.73,73.74,11.01,8.21,3.29,5.38,4.76,1.85,10.35,10.24,3.41,1.92,2.15,1.84,6.91,20.0,8.6,7.23,27.14,11.4,5.09,5.29,6.8,0.7,0.19,0.6,2.45,7.29,4.2,12.09,37.43,18.2,156
2012,1131,Boston Univ,37.0,32,63.91,0.34,50.0,42.22,35.45,31.86,9.88,67.41,19.22,11.06,23.66,2.14,11.59,13.56,0.85,5.84,0.43,3.06,16.78,46.71,86.23,65.0,-1.09,1.25,0.19,41.18,61.54,50.0,40.79,43.81,43.96,18.09,15.4,1.96,30.72,33.73,29.41,5.18,4.21,0.49,66.67,69.21,61.54,7.04,10.22,1.96,4.03,6.38,0.66,8.81,13.5,1.34,2.19,2.12,2.05,8.53,15.54,12.0,8.12,20.38,15.5,5.82,5.69,7.0,0.72,0.28,0.45,2.88,3.08,4.5,11.59,23.69,16.0,197
2013,1205,Gardner Webb,19.0,30,64.57,3.03,60.0,41.7,35.16,32.94,8.72,71.48,20.96,12.27,22.47,1.83,12.1,13.3,0.91,7.23,0.54,2.5,17.13,41.33,116.63,65.0,0.8,1.13,1.1,50.0,75.0,75.0,41.99,39.5,44.98,21.37,8.93,4.85,33.12,31.75,34.29,5.42,2.07,1.24,71.43,71.48,71.64,9.03,9.45,2.48,4.1,6.6,1.57,8.37,10.87,3.23,2.04,1.65,2.06,8.44,21.13,10.5,7.28,27.25,12.5,7.5,7.25,6.0,1.03,0.27,0.48,1.72,4.75,1.5,10.44,33.25,15.0,187
2014,1111,Appalachian St,37.0,26,64.15,-8.19,19.23,40.04,34.95,29.37,7.25,63.61,22.84,12.81,22.12,1.73,9.81,12.58,0.78,6.0,0.48,2.58,20.23,41.19,105.89,56.0,-5.81,-1.85,-0.54,18.75,22.22,0.0,38.56,42.8,39.22,20.92,12.83,1.2,30.45,28.79,14.29,4.86,2.28,0.12,60.47,65.85,66.67,9.17,12.83,0.84,4.54,7.88,0.38,8.88,12.35,0.88,1.96,1.57,2.3,6.94,15.22,7.0,7.5,21.33,15.0,5.69,6.67,5.0,0.76,0.31,0.33,1.38,4.89,1.0,11.56,35.33,23.0,328
2015,1382,St Bonaventure,37.0,31,67.26,2.58,58.06,42.54,35.16,31.41,7.58,70.6,22.11,12.39,24.81,2.0,12.35,12.39,1.0,6.65,0.54,4.81,17.26,68.86,64.69,70.0,0.48,0.74,1.35,57.14,53.85,75.0,41.52,42.63,46.12,15.49,15.11,4.56,31.22,31.82,30.65,3.31,3.36,0.91,69.94,68.98,77.17,10.6,8.11,3.41,5.87,5.06,1.45,10.9,10.45,3.45,1.86,2.06,2.38,13.07,11.54,12.5,11.36,13.08,13.8,6.64,6.54,7.0,0.58,0.5,0.51,5.0,4.23,6.0,16.43,17.69,18.75,109
2016,1106,Alabama St,37.0,29,70.07,-3.72,41.38,39.92,35.38,33.17,9.89,69.31,19.34,12.69,24.59,1.94,11.83,12.07,0.98,5.72,0.47,3.79,21.34,35.56,150.63,62.33,-2.38,0.55,-1.9,33.33,62.5,33.33,40.47,41.25,33.33,22.15,10.09,3.15,33.06,34.55,30.56,6.0,2.81,1.08,70.24,67.73,75.51,7.09,10.43,1.82,4.07,7.14,1.48,8.59,13.83,2.17,2.11,1.94,1.47,6.72,23.25,12.0,6.56,23.38,15.0,5.5,5.88,6.7,0.84,0.25,0.44,2.33,7.5,2.67,9.78,48.5,18.33,289
2016,1390,Stanford,37.0,29,69.14,-2.34,48.28,42.34,33.62,31.78,8.18,68.38,24.59,10.9,22.72,2.09,11.52,11.83,0.97,6.69,0.57,2.97,20.28,61.32,94.0,60.67,-0.41,-0.76,-1.17,57.89,28.57,33.33,44.27,39.15,37.11,23.29,7.38,2.94,32.94,32.06,21.43,5.64,2.09,0.45,68.3,72.14,60.44,14.61,7.23,2.74,5.62,3.83,1.45,13.0,6.76,2.97,2.31,1.77,2.05,11.16,14.14,7.67,9.26,16.29,17.7,6.79,7.0,5.3,0.73,0.43,0.3,3.21,2.57,2.33,15.21,32.71,23.33,88
2016,1450,Washington St,37.0,30,70.43,-7.47,26.67,45.39,36.77,34.56,8.47,71.29,17.98,7.93,25.9,3.26,13.67,14.1,0.97,4.9,0.35,4.43,20.0,70.12,73.78,64.25,-2.6,-3.77,-1.1,41.18,0.0,25.0,46.94,43.6,42.86,21.44,10.65,4.69,34.57,33.88,35.62,5.3,1.94,1.23,71.02,72.09,70.21,10.55,5.87,1.56,4.63,2.27,1.03,14.47,8.33,3.1,3.12,3.68,3.0,12.53,16.11,13.0,12.76,16.67,14.0,5.24,4.67,4.0,0.41,0.28,0.29,5.0,3.67,3.75,17.88,24.89,18.0,190
2017,1179,Drake,37.0,29,71.14,-6.62,20.69,40.71,34.51,34.51,12.36,75.59,18.61,10.07,24.28,2.41,12.93,12.55,1.03,6.14,0.49,2.48,18.24,72.4,72.8,62.25,-2.55,-2.59,-1.48,33.33,10.0,0.0,42.92,37.74,40.0,18.81,11.34,4.36,36.25,31.88,35.14,6.83,4.27,1.26,79.35,70.11,74.14,10.62,5.91,2.08,5.07,3.69,1.31,12.21,8.9,3.17,2.41,2.41,2.42,12.67,13.3,13.0,10.33,15.4,13.8,6.13,6.8,4.5,0.59,0.44,0.33,2.87,1.9,2.5,16.53,20.7,18.5,279
2018,1105,Alabama A&M,22.0,31,60.42,-15.94,9.68,39.68,35.93,30.28,9.72,64.73,18.42,10.81,22.94,2.12,10.97,16.58,0.66,3.97,0.24,1.58,16.32,32.85,114.4,72.0,-12.16,-3.45,-0.32,10.0,10.0,0.0,39.85,38.25,52.08,23.38,11.21,1.33,30.95,27.94,42.11,6.25,3.04,0.43,63.03,65.13,77.78,7.1,10.57,0.75,4.06,6.48,0.26,8.48,13.77,0.68,2.09,2.12,2.63,5.95,21.0,11.0,8.8,32.0,18.0,3.9,4.0,5.0,0.44,0.13,0.28,1.35,2.1,1.0,9.0,31.4,12.0,350
2018,1264,Manhattan,37.0,31,69.26,-0.9,45.16,44.37,34.33,39.97,11.13,69.44,20.21,10.29,22.94,2.23,13.97,15.55,0.9,6.0,0.39,3.9,19.9,51.69,115.86,63.63,-0.35,0.26,-0.81,50.0,57.14,25.0,46.45,41.87,42.23,18.91,7.31,8.1,42.9,40.0,34.19,6.05,2.61,2.47,67.07,74.19,66.67,7.69,7.5,5.03,3.06,4.58,2.65,9.26,7.94,5.74,3.02,1.73,2.17,10.38,23.14,13.13,10.38,28.14,14.9,6.25,6.0,5.5,0.6,0.21,0.37,2.81,6.14,4.13,13.88,35.0,18.75,220
2018,1417,UCLA,37.0,32,81.91,5.59,65.63,46.13,34.57,38.31,11.45,72.2,19.42,10.31,28.47,2.76,15.06,11.84,1.27,5.72,0.48,3.91,17.94,63.43,165.4,77.0,4.94,0.59,0.06,66.67,60.0,66.67,46.15,47.62,44.86,22.89,5.34,6.33,37.65,42.22,36.99,7.21,2.17,2.06,71.08,74.09,73.08,11.06,5.46,2.9,5.91,2.84,1.56,14.84,8.75,4.88,2.51,3.08,3.12,12.33,28.4,13.5,9.05,23.8,11.7,5.67,4.4,7.0,0.63,0.18,0.6,3.19,8.2,2.83,11.95,41.6,19.17,44
2004,1119,Army,37.0,25,49.24,-15.04,16.0,35.6,32.74,33.25,11.45,66.36,23.07,6.48,21.36,3.3,9.48,17.08,0.56,5.84,0.34,1.84,18.12,61.9,38.31,57.0,-7.64,-6.2,-1.2,20.0,15.38,0.0,34.75,35.84,38.46,13.24,16.65,2.84,28.57,37.88,31.82,4.22,6.09,1.14,63.56,68.42,75.0,12.19,8.45,2.44,3.32,2.72,0.44,11.44,8.0,1.92,3.45,2.94,4.36,11.6,7.69,10.5,21.6,13.38,18.5,6.1,5.85,4.5,0.28,0.44,0.24,2.0,2.0,0.0,23.5,13.85,19.0,319
2004,1183,E Illinois,37.0,24,66.88,-8.42,16.67,43.83,37.2,30.61,7.23,69.74,18.38,11.46,22.67,1.98,14.33,16.17,0.89,7.04,0.44,2.17,21.96,41.75,117.13,,-5.17,-3.25,0.0,18.75,12.5,,43.06,45.45,,24.74,12.46,0.0,31.77,27.45,,5.48,1.74,0.0,70.52,69.2,,7.6,10.78,0.0,4.58,6.88,0.0,10.13,12.54,0.0,2.21,1.82,,9.88,23.25,,10.0,28.5,,7.13,6.88,,0.71,0.24,,2.0,2.5,,12.31,41.25,,295
2004,1343,Princeton,36.0,26,62.5,5.69,73.08,47.9,35.75,34.35,9.66,71.16,18.83,8.58,22.19,2.59,13.12,13.5,0.97,6.65,0.49,3.27,18.12,57.33,68.92,55.0,3.27,2.62,-0.19,75.0,83.33,0.0,48.16,47.84,46.51,16.92,16.37,2.46,31.05,37.19,38.46,4.18,4.55,0.92,70.41,73.5,55.56,7.32,10.58,0.92,3.69,4.27,0.62,9.92,10.81,1.46,2.69,2.53,2.38,12.33,13.92,13.0,12.92,14.25,12.5,6.92,6.42,6.5,0.54,0.45,0.52,3.17,3.67,1.5,16.83,19.58,17.0,106
2004,1439,Virginia Tech,37.0,29,66.59,-1.07,51.72,41.13,36.25,30.43,7.25,59.88,20.25,14.31,20.41,1.43,13.24,13.34,0.99,10.28,0.77,3.41,18.66,55.26,98.86,63.0,0.93,-1.41,-0.59,57.89,42.86,33.33,42.02,39.03,40.7,23.87,8.75,3.63,31.27,30.77,25.0,4.71,1.86,0.67,60.37,60.1,56.25,11.91,6.47,1.86,7.97,4.97,1.38,11.34,7.0,2.07,1.42,1.41,1.5,10.95,19.57,13.0,10.47,21.0,13.7,10.58,9.14,11.0,1.01,0.44,0.8,3.21,3.86,3.67,13.47,29.43,26.33,115
2005,1271,MD E Shore,36.0,28,56.46,-23.07,7.14,37.69,34.47,28.99,9.3,60.88,21.76,10.64,23.0,2.16,9.68,22.32,0.43,5.46,0.24,2.11,18.93,43.2,73.08,56.0,-14.82,-7.5,-0.75,6.67,8.33,0.0,38.39,37.09,34.48,19.04,14.17,1.27,28.84,29.09,30.0,4.87,4.05,0.38,56.4,65.65,47.62,8.92,12.21,0.63,5.18,4.96,0.5,9.32,12.82,0.86,1.8,2.58,1.71,7.2,13.0,7.0,16.73,29.67,18.0,5.47,5.67,3.0,0.33,0.19,0.17,1.67,2.83,0.0,14.87,23.92,20.0,328
2006,1153,Cincinnati,37.0,30,74.07,4.43,60.0,42.55,35.96,32.07,8.01,75.21,20.07,13.07,24.0,1.84,13.07,11.77,1.11,7.17,0.61,5.67,17.2,66.2,95.57,76.33,4.1,-0.33,0.67,65.0,42.86,66.67,42.78,41.44,43.55,24.26,8.06,3.65,32.69,32.09,28.33,5.31,1.94,0.77,76.96,69.86,76.92,13.23,4.59,2.25,7.67,4.33,1.07,13.97,7.97,2.07,1.82,1.84,1.94,11.85,16.29,13.67,9.0,19.29,12.7,7.6,6.57,5.7,0.84,0.34,0.45,4.5,9.71,4.0,14.0,26.57,16.67,38
2006,1269,Massachusetts,37.0,28,64.86,1.11,46.43,43.83,35.63,30.51,8.31,64.3,20.43,12.93,24.32,1.88,13.36,17.0,0.79,5.79,0.34,7.21,18.79,38.71,198.5,69.67,0.96,0.18,-0.04,47.62,50.0,33.33,43.59,45.79,42.94,26.05,5.4,4.19,30.85,33.33,25.42,6.39,1.1,0.83,67.42,60.16,67.74,9.8,8.31,2.31,5.29,6.04,1.61,10.57,11.04,2.71,2.0,1.83,1.69,8.76,36.5,14.67,8.76,59.0,18.7,5.62,4.5,8.7,0.64,0.08,0.46,4.81,17.25,10.67,10.43,63.0,18.33,126
2007,1265,Marist,37.0,32,75.59,6.72,75.0,45.81,35.06,35.78,12.11,67.72,17.78,11.66,25.41,2.18,15.34,12.97,1.18,5.28,0.41,2.25,18.25,58.61,109.22,76.2,3.38,2.56,0.78,72.22,88.89,60.0,44.3,48.67,45.95,18.81,10.62,5.62,34.97,37.39,35.61,6.49,3.68,1.94,68.44,66.67,68.13,8.52,6.7,2.56,5.13,4.72,1.81,11.34,10.44,3.63,2.21,2.21,2.0,11.33,22.89,16.2,9.33,20.44,12.6,5.22,5.0,6.0,0.56,0.24,0.48,1.83,3.33,1.8,13.5,29.11,15.8,112
2008,1146,Cent Arkansas,15.0,26,65.19,-4.54,38.46,38.45,33.27,30.25,8.67,69.65,24.78,12.58,25.0,1.99,8.81,15.46,0.57,6.58,0.43,4.62,19.5,42.65,112.63,69.0,-4.31,-0.62,0.38,35.29,37.5,100.0,36.94,41.26,38.33,19.94,11.98,1.36,30.03,29.76,40.0,5.37,2.95,0.35,64.58,73.55,77.27,10.32,13.45,1.0,4.73,7.19,0.65,11.54,12.04,1.42,2.44,1.67,2.18,6.65,13.5,8.0,9.35,27.25,25.0,6.59,6.63,6.0,0.7,0.24,0.24,3.71,6.0,9.0,12.0,35.25,21.0,278
2008,1401,Texas A&M,37.0,33,71.12,9.18,69.7,46.48,35.49,35.61,8.22,63.79,20.79,11.7,27.24,2.33,13.33,12.64,1.06,4.61,0.36,4.21,17.0,73.45,67.13,68.2,7.48,0.27,1.42,75.0,50.0,80.0,48.07,42.47,46.74,22.24,8.05,5.2,36.99,32.09,35.96,5.03,1.83,1.36,64.09,65.17,60.19,13.08,4.94,2.77,6.67,3.06,1.97,16.33,6.73,4.18,2.45,2.2,2.12,14.25,11.0,13.4,11.2,15.75,13.4,4.9,4.25,4.0,0.44,0.27,0.3,4.35,3.75,4.4,15.45,20.5,17.6,27
